timestamp,log_type,message,stacktrace
1025.535,Log,Cue end of trial 31,
1025.535,Log,Start of delay period of trial 31,
1029.584,Log,End of delay period of trial 31,
1029.734,Log,leftTurn was pressed.,
1039.715,Log,leftTurn was pressed.,
1040.265,Log,forwardKey was pressed.,
1048.996,Log,forwardKey was pressed.,
1049.463,Log,Confirm button pressed: trial31,
1050.029,Log,leftTurn was pressed.,
1050.995,Log,leftTurn was pressed.,
1051.462,Log,forwardKey was pressed.,
1053.18,Log,Object Picked Up!,
1053.18,Log,End of trial 31,
1053.18,Log,Start of ITI period of trial31,
1054.245,Log,End of ITI period of trial31,
1054.245,Log,Cue start of trial 32,
1056.294,Log,Cue end of trial 32,
1056.294,Log,Start of delay period of trial 32,
1060.327,Log,End of delay period of trial 32,
1060.993,Log,leftTurn was pressed.,
1063.442,Log,leftTurn was pressed.,
1064.109,Log,leftTurn was pressed.,
1065.059,Log,leftTurn was pressed.,
1065.475,Log,leftTurn was pressed.,
1066.875,Log,leftTurn was pressed.,
1067.825,Log,leftTurn was pressed.,
1068.674,Log,leftTurn was pressed.,
1069.074,Log,leftTurn was pressed.,
1070.274,Log,leftTurn was pressed.,
1070.591,Log,rightTurn was pressed.,
1072.14,Log,rightTurn was pressed.,
1072.39,Log,forwardKey was pressed.,
1080.788,Log,forwardKey was pressed.,
1081.088,Log,Confirm button pressed: trial32,
1081.771,Log,leftTurn was pressed.,
1084.021,Log,leftTurn was pressed.,
1085.087,Log,leftTurn was pressed.,
1085.354,Log,leftTurn was pressed.,
1086.62,Log,forwardKey was pressed.,
1089.169,Log,forwardKey was pressed.,
1089.436,Log,rightTurn was pressed.,
1089.803,Log,rightTurn was pressed.,
1090.486,Log,forwardKey was pressed.,
1093.252,Log,forwardKey was pressed.,
1093.502,Log,rightTurn was pressed.,
1093.768,Log,rightTurn was pressed.,
1094.668,Log,forwardKey was pressed.,
1097.42,Log,Object Picked Up!,
1097.42,Log,End of trial 32,
1097.42,Log,Start of ITI period of trial32,
1098.467,Log,End of ITI period of trial32,
1098.467,Log,Cue start of trial 33,
1100.483,Log,Cue end of trial 33,
1100.483,Log,Start of delay period of trial 33,
1104.516,Log,End of delay period of trial 33,
1104.982,Log,rightTurn was pressed.,
1113.097,Log,rightTurn was pressed.,
1113.68,Log,forwardKey was pressed.,
1120.095,Log,forwardKey was pressed.,
1120.612,Log,forwardKey was pressed.,
1122.311,Log,forwardKey was pressed.,
1122.628,Log,Confirm button pressed: trial33,
1123.311,Log,leftTurn was pressed.,
1124.611,Log,leftTurn was pressed.,
1124.861,Log,rightTurn was pressed.,
1129.393,Log,rightTurn was pressed.,
1129.709,Log,forwardKey was pressed.,
1130.743,Log,forwardKey was pressed.,
1131.076,Log,leftTurn was pressed.,
1131.359,Log,leftTurn was pressed.,
1131.676,Log,forwardKey was pressed.,
1133.68,Log,Object Picked Up!,
1133.68,Log,End of trial 33,
1133.68,Log,Start of ITI period of trial33,
1134.758,Log,End of ITI period of trial33,
1134.758,Log,Cue start of trial 34,
1136.808,Log,Cue end of trial 34,
1136.808,Log,Start of delay period of trial 34,
1140.857,Log,End of delay period of trial 34,
1141.123,Log,rightTurn was pressed.,
1142.123,Log,rightTurn was pressed.,
1142.34,Log,leftTurn was pressed.,
1145.306,Log,leftTurn was pressed.,
1145.556,Log,rightTurn was pressed.,
1147.322,Log,rightTurn was pressed.,
1147.772,Log,forwardKey was pressed.,
1149.321,Log,forwardKey was pressed.,
1149.588,Log,Confirm button pressed: trial34,
1150.138,Log,rightTurn was pressed.,
1159.552,Log,rightTurn was pressed.,
1160.135,Log,forwardKey was pressed.,
1165.517,Log,forwardKey was pressed.,
1165.834,Log,rightTurn was pressed.,
1166.101,Log,rightTurn was pressed.,
1166.517,Log,forwardKey was pressed.,
1169.55,Log,forwardKey was pressed.,
1170.1,Log,rightTurn was pressed.,
1170.349,Log,rightTurn was pressed.,
1170.733,Log,forwardKey was pressed.,
1172.5,Log,Object Picked Up!,
1172.5,Log,End of trial 34,
1172.5,Log,Start of ITI period of trial34,
1173.565,Log,End of ITI period of trial34,
1173.565,Log,Cue start of trial 35,
1175.582,Log,Cue end of trial 35,
1175.582,Log,Start of delay period of trial 35,
1179.63,Log,End of delay period of trial 35,
1179.681,Log,leftTurn was pressed.,
1180.147,Log,leftTurn was pressed.,
1189.278,Log,leftTurn was pressed.,
1189.711,Log,forwardKey was pressed.,
1191.678,Log,forwardKey was pressed.,
1191.944,Log,Confirm button pressed: trial35,
1192.494,Log,leftTurn was pressed.,
1200.242,Log,leftTurn was pressed.,
1200.759,Log,forwardKey was pressed.,
1204.758,Log,forwardKey was pressed.,
1205.624,Log,forwardKey was pressed.,
1207.357,Log,forwardKey was pressed.,
1207.574,Log,rightTurn was pressed.,
1207.84,Log,rightTurn was pressed.,
1208.19,Log,forwardKey was pressed.,
1211.123,Log,forwardKey was pressed.,
1211.673,Log,forwardKey was pressed.,
1212.9,Log,Object Picked Up!,
1212.9,Log,End of trial 35,
1212.9,Log,Start of ITI period of trial35,
1213.956,Log,End of ITI period of trial35,
1213.956,Log,Cue start of trial 36,
1215.988,Log,Cue end of trial 36,
1215.988,Log,Start of delay period of trial 36,
1220.021,Log,End of delay period of trial 36,
1220.487,Log,leftTurn was pressed.,
1222.87,Log,leftTurn was pressed.,
1223.453,Log,leftTurn was pressed.,
1224.036,Log,leftTurn was pressed.,
1224.353,Log,forwardKey was pressed.,
1236.833,Log,forwardKey was pressed.,
1237.05,Log,rightTurn was pressed.,
1237.483,Log,rightTurn was pressed.,
1237.866,Log,forwardKey was pressed.,
1238.449,Log,forwardKey was pressed.,
1238.883,Log,Confirm button pressed: trial36,
1239.432,Log,leftTurn was pressed.,
1240.466,Log,leftTurn was pressed.,
1240.849,Log,forwardKey was pressed.,
1244.74,Log,Object Picked Up!,
1244.74,Log,End of trial 36,
1244.74,Log,Start of ITI period of trial36,
1245.848,Log,End of ITI period of trial36,
1245.848,Log,Cue start of trial 37,
1247.88,Log,Cue end of trial 37,
1247.88,Log,Start of delay period of trial 37,
1251.913,Log,End of delay period of trial 37,
1252.329,Log,rightTurn was pressed.,
1255.479,Log,rightTurn was pressed.,
1255.945,Log,rightTurn was pressed.,
1256.478,Log,rightTurn was pressed.,
1256.845,Log,forwardKey was pressed.,
1258.978,Log,forwardKey was pressed.,
1259.178,Log,rightTurn was pressed.,
1260.411,Log,rightTurn was pressed.,
1260.661,Log,forwardKey was pressed.,
1265.476,Log,forwardKey was pressed.,
1265.959,Log,Confirm button pressed: trial37,
1267.193,Log,forwardKey was pressed.,
1268.42,Log,Object Picked Up!,
1268.42,Log,End of trial 37,
1268.42,Log,Start of ITI period of trial37,
1269.475,Log,End of ITI period of trial37,
1269.475,Log,Cue start of trial 38,
1271.491,Log,Cue end of trial 38,
1271.491,Log,Start of delay period of trial 38,
1275.524,Log,End of delay period of trial 38,
1275.957,Log,leftTurn was pressed.,
1284.272,Log,leftTurn was pressed.,
1285.721,Log,forwardKey was pressed.,
1286.971,Log,forwardKey was pressed.,
1287.221,Log,rightTurn was pressed.,
1293.536,Log,rightTurn was pressed.,
1293.953,Log,leftTurn was pressed.,
1296.402,Log,leftTurn was pressed.,
1296.735,Log,Confirm button pressed: trial38,
1297.568,Log,leftTurn was pressed.,
1303.933,Log,leftTurn was pressed.,
1304.617,Log,leftTurn was pressed.,
1304.866,Log,leftTurn was pressed.,
1305.25,Log,forwardKey was pressed.,
1306.22,Log,Object Picked Up!,
1306.22,Log,End of trial 38,
1306.22,Log,Start of ITI period of trial38,
1307.299,Log,End of ITI period of trial38,
1307.299,Log,Cue start of trial 39,
1309.332,Log,Cue end of trial 39,
1309.332,Log,Start of delay period of trial 39,
1313.381,Log,End of delay period of trial 39,
1313.881,Log,leftTurn was pressed.,
1314.931,Log,leftTurn was pressed.,
1315.614,Log,forwardKey was pressed.,
1323.945,Log,forwardKey was pressed.,
1324.528,Log,Confirm button pressed: trial39,
1325.345,Log,forwardKey was pressed.,
1327.04,Log,Object Picked Up!,
1327.04,Log,End of trial 39,
1327.04,Log,Start of ITI period of trial39,
1328.128,Log,End of ITI period of trial39,
1328.128,Log,Cue start of trial 40,
1330.177,Log,Cue end of trial 40,
1330.177,Log,Start of delay period of trial 40,
1334.209,Log,End of delay period of trial 40,
1334.992,Log,leftTurn was pressed.,
1336.309,Log,leftTurn was pressed.,
1337.142,Log,rightTurn was pressed.,
1339.291,Log,rightTurn was pressed.,
1339.691,Log,forwardKey was pressed.,
1345.49,Log,forwardKey was pressed.,
1345.773,Log,Confirm button pressed: trial40,
1346.356,Log,rightTurn was pressed.,
1351.755,Log,rightTurn was pressed.,
1353.604,Log,forwardKey was pressed.,
1354.521,Log,forwardKey was pressed.,
1354.788,Log,leftTurn was pressed.,
1355.071,Log,leftTurn was pressed.,
1355.287,Log,forwardKey was pressed.,
1357.703,Log,forwardKey was pressed.,
1358.02,Log,rightTurn was pressed.,
1358.67,Log,rightTurn was pressed.,
1359.103,Log,leftTurn was pressed.,
1359.37,Log,leftTurn was pressed.,
1359.703,Log,forwardKey was pressed.,
1361,Log,Object Picked Up!,
1361,Log,End of trial 40,
1361,Log,Start of ITI period of trial40,
1362.103,Log,End of ITI period of trial40,
1362.103,Log,Cue start of trial 41,
1364.119,Log,Cue end of trial 41,
1364.119,Log,Start of delay period of trial 41,
1368.168,Log,End of delay period of trial 41,
1368.651,Log,leftTurn was pressed.,
1370.75,Log,leftTurn was pressed.,
1371.134,Log,forwardKey was pressed.,
1372.7,Log,forwardKey was pressed.,
1373.016,Log,Confirm button pressed: trial41,
1373.8,Log,rightTurn was pressed.,
1374.633,Log,rightTurn was pressed.,
1374.966,Log,forwardKey was pressed.,
1380.831,Log,forwardKey was pressed.,
1381.048,Log,rightTurn was pressed.,
1381.281,Log,rightTurn was pressed.,
1381.714,Log,forwardKey was pressed.,
1382.96,Log,Object Picked Up!,
1382.96,Log,End of trial 41,
1382.96,Log,Start of ITI period of trial41,
1384.014,Log,End of ITI period of trial41,
1384.014,Log,Cue start of trial 42,
1386.063,Log,Cue end of trial 42,
1386.063,Log,Start of delay period of trial 42,
1390.129,Log,End of delay period of trial 42,
1390.646,Log,leftTurn was pressed.,
1393.112,Log,leftTurn was pressed.,
1394.511,Log,forwardKey was pressed.,
1398.01,Log,forwardKey was pressed.,
1398.56,Log,Confirm button pressed: trial42,
1399.343,Log,forwardKey was pressed.,
1400.126,Log,forwardKey was pressed.,
1400.293,Log,leftTurn was pressed.,
1400.66,Log,leftTurn was pressed.,
1400.976,Log,forwardKey was pressed.,
1401.843,Log,forwardKey was pressed.,
1402.043,Log,leftTurn was pressed.,
1402.359,Log,leftTurn was pressed.,
1402.609,Log,forwardKey was pressed.,
1403.94,Log,Object Picked Up!,
1403.94,Log,End of trial 42,
1403.94,Log,Start of ITI period of trial42,
1405.025,Log,End of ITI period of trial42,
1405.025,Log,Cue start of trial 43,
1407.058,Log,Cue end of trial 43,
1407.058,Log,Start of delay period of trial 43,
1411.107,Log,End of delay period of trial 43,
1412.124,Log,leftTurn was pressed.,
1413.24,Log,leftTurn was pressed.,
1413.607,Log,forwardKey was pressed.,
1421.121,Log,forwardKey was pressed.,
1421.688,Log,Confirm button pressed: trial43,
1423.637,Log,forwardKey was pressed.,
1424.504,Log,forwardKey was pressed.,
1424.637,Log,rightTurn was pressed.,
1424.92,Log,rightTurn was pressed.,
1425.187,Log,forwardKey was pressed.,
1426.82,Log,forwardKey was pressed.,
1427.12,Log,rightTurn was pressed.,
1427.37,Log,rightTurn was pressed.,
1427.736,Log,forwardKey was pressed.,
1430.32,Log,Object Picked Up!,
1430.32,Log,End of trial 43,
1430.32,Log,Start of ITI period of trial43,
1431.419,Log,End of ITI period of trial43,
1431.419,Log,Cue start of trial 44,
1433.468,Log,Cue end of trial 44,
1433.468,Log,Start of delay period of trial 44,
1437.517,Log,End of delay period of trial 44,
1438,Log,rightTurn was pressed.,
1439.333,Log,rightTurn was pressed.,
1440.2,Log,rightTurn was pressed.,
1442.449,Log,rightTurn was pressed.,
1442.699,Log,leftTurn was pressed.,
1444.932,Log,leftTurn was pressed.,
1446.615,Log,Confirm button pressed: trial44,
1447.448,Log,rightTurn was pressed.,
1456.813,Log,rightTurn was pressed.,
1458.296,Log,rightTurn was pressed.,
1459.395,Log,rightTurn was pressed.,
1460.178,Log,leftTurn was pressed.,
1461.511,Log,leftTurn was pressed.,
1461.961,Log,forwardKey was pressed.,
1464.011,Log,forwardKey was pressed.,
1464.277,Log,rightTurn was pressed.,
1465.444,Log,rightTurn was pressed.,
1466.027,Log,forwardKey was pressed.,
1466.66,Log,forwardKey was pressed.,
1466.81,Log,leftTurn was pressed.,
1467.443,Log,leftTurn was pressed.,
1467.86,Log,forwardKey was pressed.,
1468.76,Log,Object Picked Up!,
1468.76,Log,End of trial 44,
1468.76,Log,Start of ITI period of trial44,
1469.843,Log,End of ITI period of trial44,
1469.843,Log,Cue start of trial 45,
1471.892,Log,Cue end of trial 45,
1471.892,Log,Start of delay period of trial 45,
1475.908,Log,End of delay period of trial 45,
1476.358,Log,rightTurn was pressed.,
1478.107,Log,rightTurn was pressed.,
1478.657,Log,forwardKey was pressed.,
1482.723,Log,forwardKey was pressed.,
1483.173,Log,Confirm button pressed: trial45,
1484.139,Log,rightTurn was pressed.,
1493.404,Log,rightTurn was pressed.,
1493.887,Log,forwardKey was pressed.,
1495.986,Log,forwardKey was pressed.,
1496.286,Log,rightTurn was pressed.,
1497.303,Log,rightTurn was pressed.,
1499.385,Log,leftTurn was pressed.,
1499.702,Log,leftTurn was pressed.,
1500.069,Log,forwardKey was pressed.,
1501.16,Log,Object Picked Up!,
1501.16,Log,End of trial 45,
1501.16,Log,Start of ITI period of trial45,
1502.235,Log,End of ITI period of trial45,
1502.235,Log,Cue start of trial 46,
1504.251,Log,Cue end of trial 46,
1504.251,Log,Start of delay period of trial 46,
1508.283,Log,End of delay period of trial 46,
1508.783,Log,rightTurn was pressed.,
1509.933,Log,rightTurn was pressed.,
1510.599,Log,leftTurn was pressed.,
1511.049,Log,leftTurn was pressed.,
1511.532,Log,forwardKey was pressed.,
1512.416,Log,forwardKey was pressed.,
1512.666,Log,rightTurn was pressed.,
1513.132,Log,rightTurn was pressed.,
1514.315,Log,Confirm button pressed: trial46,
1515.365,Log,leftTurn was pressed.,
1524.246,Log,leftTurn was pressed.,
1524.813,Log,forwardKey was pressed.,
1525.796,Log,forwardKey was pressed.,
1526.079,Log,rightTurn was pressed.,
1526.296,Log,rightTurn was pressed.,
1526.562,Log,forwardKey was pressed.,
1527.38,Log,Object Picked Up!,
1527.38,Log,End of trial 46,
1527.38,Log,Start of ITI period of trial46,
1528.445,Log,End of ITI period of trial46,
1528.445,Log,Cue start of trial 47,
1530.511,Log,Cue end of trial 47,
1530.511,Log,Start of delay period of trial 47,
1534.593,Log,End of delay period of trial 47,
1534.627,Log,leftTurn was pressed.,
1535.21,Log,leftTurn was pressed.,
1536.976,Log,leftTurn was pressed.,
1537.426,Log,forwardKey was pressed.,
1542.391,Log,forwardKey was pressed.,
1543.058,Log,rightTurn was pressed.,
1543.708,Log,rightTurn was pressed.,
1544.041,Log,forwardKey was pressed.,
1544.624,Log,forwardKey was pressed.,
1545.108,Log,Confirm button pressed: trial47,
1545.691,Log,leftTurn was pressed.,
1556.172,Log,leftTurn was pressed.,
1556.905,Log,forwardKey was pressed.,
1563.253,Log,forwardKey was pressed.,
1563.57,Log,leftTurn was pressed.,
1565.402,Log,leftTurn was pressed.,
1565.952,Log,rightTurn was pressed.,
1567.969,Log,rightTurn was pressed.,
1568.302,Log,forwardKey was pressed.,
1570.74,Log,Object Picked Up!,
1570.74,Log,End of trial 47,
1570.74,Log,Start of ITI period of trial47,
1571.818,Log,End of ITI period of trial47,
1571.818,Log,Cue start of trial 48,
1573.85,Log,Cue end of trial 48,
1573.85,Log,Start of delay period of trial 48,
1577.866,Log,End of delay period of trial 48,
1578.483,Log,leftTurn was pressed.,
1583.398,Log,leftTurn was pressed.,
1584.115,Log,forwardKey was pressed.,
1588.464,Log,forwardKey was pressed.,
1588.83,Log,rightTurn was pressed.,
1589.28,Log,rightTurn was pressed.,
1589.58,Log,forwardKey was pressed.,
1596.395,Log,forwardKey was pressed.,
1596.628,Log,rightTurn was pressed.,
1597.145,Log,rightTurn was pressed.,
1597.428,Log,forwardKey was pressed.,
1599.228,Log,forwardKey was pressed.,
1599.927,Log,Confirm button pressed: trial48,
1600.461,Log,leftTurn was pressed.,
1605.893,Log,leftTurn was pressed.,
1606.492,Log,leftTurn was pressed.,
1606.742,Log,leftTurn was pressed.,
1607.092,Log,forwardKey was pressed.,
1615.8,Log,Object Picked Up!,
1615.8,Log,End of trial 48,
1615.8,Log,Start of ITI period of trial48,
1616.906,Log,End of ITI period of trial48,
1616.906,Log,Cue start of trial 49,
1618.939,Log,Cue end of trial 49,
1618.939,Log,Start of delay period of trial 49,
1622.955,Log,End of delay period of trial 49,
1623.105,Log,leftTurn was pressed.,
1627.937,Log,leftTurn was pressed.,
1628.537,Log,forwardKey was pressed.,
1639.284,Log,forwardKey was pressed.,
1639.568,Log,Confirm button pressed: trial49,
1640.218,Log,rightTurn was pressed.,
1641.334,Log,rightTurn was pressed.,
1641.7,Log,forwardKey was pressed.,
1642.5,Log,forwardKey was pressed.,
1642.7,Log,rightTurn was pressed.,
1642.967,Log,rightTurn was pressed.,
1643.25,Log,forwardKey was pressed.,
1645.3,Log,forwardKey was pressed.,
1645.5,Log,rightTurn was pressed.,
1645.716,Log,rightTurn was pressed.,
1645.999,Log,forwardKey was pressed.,
1648.92,Log,Object Picked Up!,
1648.92,Log,End of trial 49,
1648.92,Log,Start of ITI period of trial49,
1649.982,Log,End of ITI period of trial49,
1649.982,Log,Cue start of trial 50,
1652.031,Log,Cue end of trial 50,
1652.031,Log,Start of delay period of trial 50,
1656.047,Log,End of delay period of trial 50,
1656.614,Log,rightTurn was pressed.,
1660.046,Log,rightTurn was pressed.,
1660.546,Log,rightTurn was pressed.,
1666.194,Log,rightTurn was pressed.,
1666.828,Log,forwardKey was pressed.,
1673.809,Log,forwardKey was pressed.,
1674.042,Log,rightTurn was pressed.,
1674.659,Log,rightTurn was pressed.,
1674.926,Log,forwardKey was pressed.,
1680.341,Log,forwardKey was pressed.,
1680.674,Log,Confirm button pressed: trial50,
1681.407,Log,leftTurn was pressed.,
1691.055,Log,leftTurn was pressed.,
1692.138,Log,forwardKey was pressed.,
1693.504,Log,forwardKey was pressed.,
1693.704,Log,rightTurn was pressed.,
1694.004,Log,rightTurn was pressed.,
1694.221,Log,forwardKey was pressed.,
1697.44,Log,Object Picked Up!,
1697.44,Log,End of trial 50,
1697.44,Log,Start of ITI period of trial50,
1698.536,Log,End of ITI period of trial50,
1698.536,Log,Cue start of trial 51,
1700.553,Log,Cue end of trial 51,
1700.553,Log,Start of delay period of trial 51,
1704.568,Log,End of delay period of trial 51,
1705.518,Log,leftTurn was pressed.,
1712.95,Log,leftTurn was pressed.,
1713.816,Log,leftTurn was pressed.,
1720.281,Log,leftTurn was pressed.,
1720.664,Log,rightTurn was pressed.,
1722.464,Log,rightTurn was pressed.,
1722.831,Log,forwardKey was pressed.,
1725.063,Log,forwardKey was pressed.,
1725.363,Log,rightTurn was pressed.,
1730.929,Log,rightTurn was pressed.,
1733.245,Log,leftTurn was pressed.,
1736.077,Log,leftTurn was pressed.,
1736.327,Log,forwardKey was pressed.,
1737.36,Log,forwardKey was pressed.,
1737.61,Log,rightTurn was pressed.,
1739.143,Log,rightTurn was pressed.,
1739.793,Log,Confirm button pressed: trial51,
1740.393,Log,leftTurn was pressed.,
1741.926,Log,leftTurn was pressed.,
1742.342,Log,forwardKey was pressed.,
1747.32,Log,Object Picked Up!,
1747.32,Log,End of trial 51,
1747.32,Log,Start of ITI period of trial51,
1748.358,Log,End of ITI period of trial51,
1748.358,Log,Cue start of trial 52,
1750.374,Log,Cue end of trial 52,
1750.374,Log,Start of delay period of trial 52,
1754.423,Log,End of delay period of trial 52,
1754.873,Log,leftTurn was pressed.,
1758.922,Log,leftTurn was pressed.,
1760.405,Log,rightTurn was pressed.,
1760.804,Log,rightTurn was pressed.,
1761.188,Log,forwardKey was pressed.,
1764.137,Log,forwardKey was pressed.,
1764.387,Log,rightTurn was pressed.,
1764.987,Log,rightTurn was pressed.,
1765.303,Log,forwardKey was pressed.,
1769.852,Log,forwardKey was pressed.,
1770.135,Log,rightTurn was pressed.,
1771.102,Log,rightTurn was pressed.,
1771.335,Log,forwardKey was pressed.,
1773.418,Log,forwardKey was pressed.,
1773.718,Log,leftTurn was pressed.,
1774.668,Log,leftTurn was pressed.,
1775.068,Log,leftTurn was pressed.,
1775.767,Log,leftTurn was pressed.,
1776.034,Log,rightTurn was pressed.,
1777.317,Log,rightTurn was pressed.,
1777.634,Log,forwardKey was pressed.,
1778.783,Log,forwardKey was pressed.,
1779.4,Log,Confirm button pressed: trial52,
1780.216,Log,rightTurn was pressed.,
1780.566,Log,rightTurn was pressed.,
1780.933,Log,forwardKey was pressed.,
1782.099,Log,forwardKey was pressed.,
1782.316,Log,rightTurn was pressed.,
1782.632,Log,rightTurn was pressed.,
1782.899,Log,forwardKey was pressed.,
1785.48,Log,Object Picked Up!,
1785.48,Log,End of trial 52,
1785.48,Log,Start of ITI period of trial52,
1786.531,Log,End of ITI period of trial52,
1786.531,Log,Cue start of trial 53,
1788.581,Log,Cue end of trial 53,
1788.581,Log,Start of delay period of trial 53,
1792.63,Log,End of delay period of trial 53,
1793.197,Log,leftTurn was pressed.,
1798.045,Log,leftTurn was pressed.,
1798.812,Log,forwardKey was pressed.,
1801.278,Log,forwardKey was pressed.,
1801.528,Log,leftTurn was pressed.,
1805.877,Log,leftTurn was pressed.,
1806.26,Log,leftTurn was pressed.,
1806.66,Log,leftTurn was pressed.,
1808.126,Log,leftTurn was pressed.,
1813.858,Log,leftTurn was pressed.,
1814.225,Log,forwardKey was pressed.,
1815.858,Log,forwardKey was pressed.,
1816.108,Log,rightTurn was pressed.,
1821.606,Log,rightTurn was pressed.,
1823.306,Log,Confirm button pressed: trial53,
1823.706,Log,leftTurn was pressed.,
1827.438,Log,leftTurn was pressed.,
1827.838,Log,forwardKey was pressed.,
1828.721,Log,forwardKey was pressed.,
1828.938,Log,rightTurn was pressed.,
1829.138,Log,rightTurn was pressed.,
1829.404,Log,forwardKey was pressed.,
1830,Log,Object Picked Up!,
1830,Log,End of trial 53,
1830,Log,Start of ITI period of trial53,
1831.071,Log,End of ITI period of trial53,
1831.071,Log,Cue start of trial 54,
1833.12,Log,Cue end of trial 54,
1833.12,Log,Start of delay period of trial 54,
1837.136,Log,End of delay period of trial 54,
1837.286,Log,leftTurn was pressed.,
1846.234,Log,leftTurn was pressed.,
1846.917,Log,leftTurn was pressed.,
1847.4,Log,leftTurn was pressed.,
1847.717,Log,forwardKey was pressed.,
1850.049,Log,forwardKey was pressed.,
1850.316,Log,rightTurn was pressed.,
1851.232,Log,rightTurn was pressed.,
1851.482,Log,forwardKey was pressed.,
1853.998,Log,forwardKey was pressed.,
1854.248,Log,leftTurn was pressed.,
1854.948,Log,leftTurn was pressed.,
1855.348,Log,Confirm button pressed: trial54,
1855.865,Log,leftTurn was pressed.,
1857.164,Log,leftTurn was pressed.,
1858.63,Log,forwardKey was pressed.,
1860.913,Log,forwardKey was pressed.,
1861.113,Log,leftTurn was pressed.,
1861.446,Log,leftTurn was pressed.,
1861.696,Log,forwardKey was pressed.,
1864.76,Log,Object Picked Up!,
1864.76,Log,End of trial 54,
1864.76,Log,Start of ITI period of trial54,
1865.812,Log,End of ITI period of trial54,
1865.812,Log,Cue start of trial 55,
1867.862,Log,Cue end of trial 55,
1867.862,Log,Start of delay period of trial 55,
1871.877,Log,End of delay period of trial 55,
1872.327,Log,rightTurn was pressed.,
1875.36,Log,rightTurn was pressed.,
1877.526,Log,rightTurn was pressed.,
1885.157,Log,rightTurn was pressed.,
1885.674,Log,forwardKey was pressed.,
1886.407,Log,forwardKey was pressed.,
1886.69,Log,rightTurn was pressed.,
1887.407,Log,rightTurn was pressed.,
1887.707,Log,forwardKey was pressed.,
1889.806,Log,forwardKey was pressed.,
1890.173,Log,leftTurn was pressed.,
1891.372,Log,leftTurn was pressed.,
1891.622,Log,rightTurn was pressed.,
1893.672,Log,rightTurn was pressed.,
1894.055,Log,forwardKey was pressed.,
1895.138,Log,forwardKey was pressed.,
1895.455,Log,leftTurn was pressed.,
1899.304,Log,leftTurn was pressed.,
1900.12,Log,leftTurn was pressed.,
1901.303,Log,leftTurn was pressed.,
1901.62,Log,forwardKey was pressed.,
1903.153,Log,forwardKey was pressed.,
1903.519,Log,rightTurn was pressed.,
1904.669,Log,rightTurn was pressed.,
1905.336,Log,leftTurn was pressed.,
1906.335,Log,leftTurn was pressed.,
1906.652,Log,rightTurn was pressed.,
1907.335,Log,rightTurn was pressed.,
1907.635,Log,leftTurn was pressed.,
1908.285,Log,leftTurn was pressed.,
1908.601,Log,forwardKey was pressed.,
1909.251,Log,forwardKey was pressed.,
1909.451,Log,rightTurn was pressed.,
1910.518,Log,rightTurn was pressed.,
1910.984,Log,Confirm button pressed: trial55,
1911.468,Log,leftTurn was pressed.,
1918.316,Log,leftTurn was pressed.,
1918.966,Log,forwardKey was pressed.,
1921.282,Log,forwardKey was pressed.,
1921.482,Log,rightTurn was pressed.,
1922.082,Log,rightTurn was pressed.,
1922.348,Log,forwardKey was pressed.,
1922.74,Log,Object Picked Up!,
1922.74,Log,End of trial 55,
1922.74,Log,Start of ITI period of trial55,
1923.798,Log,End of ITI period of trial55,
1923.798,Log,Cue start of trial 56,
1925.847,Log,Cue end of trial 56,
1925.847,Log,Start of delay period of trial 56,
1929.93,Log,End of delay period of trial 56,
1930.363,Log,leftTurn was pressed.,
1936.178,Log,leftTurn was pressed.,
1936.895,Log,leftTurn was pressed.,
1942.01,Log,leftTurn was pressed.,
1942.993,Log,leftTurn was pressed.,
1944.359,Log,leftTurn was pressed.,
1944.726,Log,rightTurn was pressed.,
1945.776,Log,rightTurn was pressed.,
1946.009,Log,forwardKey was pressed.,
1946.509,Log,forwardKey was pressed.,
1946.992,Log,leftTurn was pressed.,
1948.042,Log,leftTurn was pressed.,
1948.742,Log,rightTurn was pressed.,
1949.925,Log,rightTurn was pressed.,
1950.824,Log,Confirm button pressed: trial56,
1951.358,Log,rightTurn was pressed.,
1952.957,Log,rightTurn was pressed.,
1953.207,Log,forwardKey was pressed.,
1955.84,Log,Object Picked Up!,
1955.84,Log,End of trial 56,
1955.84,Log,Start of ITI period of trial56,
1956.906,Log,End of ITI period of trial56,
1956.906,Log,Cue start of trial 57,
1958.956,Log,Cue end of trial 57,
1958.956,Log,Start of delay period of trial 57,
1963.021,Log,End of delay period of trial 57,
1963.688,Log,leftTurn was pressed.,
1965.104,Log,leftTurn was pressed.,
1965.604,Log,leftTurn was pressed.,
1971.253,Log,leftTurn was pressed.,
1972.136,Log,rightTurn was pressed.,
1972.486,Log,rightTurn was pressed.,
1972.836,Log,forwardKey was pressed.,
1980.351,Log,forwardKey was pressed.,
1980.617,Log,rightTurn was pressed.,
1981.45,Log,rightTurn was pressed.,
1981.717,Log,forwardKey was pressed.,
1983.383,Log,forwardKey was pressed.,
1984.749,Log,Confirm button pressed: trial57,
1985.649,Log,forwardKey was pressed.,
1986.499,Log,forwardKey was pressed.,
1986.649,Log,leftTurn was pressed.,
1987.282,Log,leftTurn was pressed.,
1987.482,Log,forwardKey was pressed.,
1989.665,Log,forwardKey was pressed.,
1989.881,Log,rightTurn was pressed.,
1990.098,Log,rightTurn was pressed.,
1990.381,Log,forwardKey was pressed.,
1992.06,Log,Object Picked Up!,
1992.06,Log,End of trial 57,
