experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,targets,start_x,start_z,end_z,target_z,euclideanDistance,objectName,experimentStarted,objectNumber,navStartTime,navEndTime,navTime,timesObjectPresented,player_movement_location_0
AMT_standard,flaky-d873291d-abe1-4dd9-bc8e-be66aec6d3d5,1,1,1,1,34.6842,73.5816,6,-62.15279,-12.13506,,,,,,,,,,,AMT_standard/flaky-d873291d-abe1-4dd9-bc8e-be66aec6d3d5/S001/trackers/player_movement_T001.csv
