experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,targets,start_x,start_z,end_z,target_z,euclideanDistance,objectName,experimentStarted,objectNumber,navStartTime,navEndTime,navTime,timesObjectPresented,player_movement_location_0
AMT_standard,couch-d2effd23-a043-4af1-8835-8de3457a03d5,1,1,1,1,11.73754,54.71993,6,-52.44988,-59.36889,,,,,,,,,,,AMT_standard/couch-d2effd23-a043-4af1-8835-8de3457a03d5/S001/trackers/player_movement_T001.csv
