time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,moving
2300.929,-13.82813,2,-9.75305,0,222.7839,-0.000003,False
2300.936,-13.82813,2,-9.75305,0,222.7839,-0.000003,False
2300.942,-13.82813,1.996076,-9.75305,0,222.7839,-0.000003,False
2300.949,-13.82813,1.996076,-9.75305,0,222.7839,-0.000003,False
2300.956,-13.82813,1.996076,-9.75305,0,222.7839,-0.000003,False
2300.963,-13.82813,1.988228,-9.75305,0,222.7839,-0.000003,False
2300.97,-13.82813,1.988228,-9.75305,0,222.7839,-0.000003,False
2300.977,-13.82813,1.988228,-9.75305,0,222.7839,-0.000003,False
2300.984,-13.82813,1.976456,-9.75305,0,222.7839,-0.000003,False
2300.991,-13.82813,1.976456,-9.75305,0,222.7839,-0.000003,False
2300.998,-13.82813,1.976456,-9.75305,0,222.7839,-0.000003,False
2301.005,-13.82813,1.96076,-9.75305,0,222.7839,-0.000003,False
2301.012,-13.82813,1.96076,-9.75305,0,222.7839,-0.000003,False
2301.019,-13.82813,1.96076,-9.75305,0,222.7839,-0.000003,False
2301.026,-13.82813,1.94114,-9.75305,0,222.7839,-0.000003,False
2301.033,-13.82813,1.94114,-9.75305,0,222.7839,-0.000003,False
2301.04,-13.82813,1.94114,-9.75305,0,222.7839,-0.000003,False
2301.047,-13.82813,1.917596,-9.75305,0,222.7839,-0.000003,False
2301.054,-13.82813,1.917596,-9.75305,0,222.7839,-0.000003,False
2301.061,-13.82813,1.890128,-9.75305,0,222.7839,-0.000003,False
2301.067,-13.82813,1.890128,-9.75305,0,222.7839,-0.000003,False
2301.074,-13.82813,1.890128,-9.75305,0,222.7839,-0.000003,False
2301.081,-13.82813,1.858736,-9.75305,0,222.7839,-0.000003,False
2301.088,-13.82813,1.858736,-9.75305,0,222.7839,-0.000003,False
2301.095,-13.82813,1.858736,-9.75305,0,222.7839,-0.000003,False
2301.102,-13.82813,1.82342,-9.75305,0,222.7839,-0.000003,False
2301.109,-13.82813,1.82342,-9.75305,0,222.7839,-0.000003,False
2301.116,-13.82813,1.82342,-9.75305,0,222.7839,-0.000003,False
2301.123,-13.82813,1.78418,-9.75305,0,222.7839,-0.000003,False
