58.34767,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34766,1.5,29.72984
58.34765,1.5,29.72983
58.34759,1.5,29.72983
58.34756,1.5,29.72983
58.34752,1.5,29.72983
58.34747,1.5,29.72983
58.34744,1.5,29.72983
58.34744,1.5,29.72983
58.34744,1.5,29.72983
58.34744,1.5,29.72983
58.34743,1.5,29.72983
58.34735,1.5,29.72983
58.3473,1.5,29.72982
58.34724,1.5,29.72981
58.34719,1.5,29.72981
58.34713,1.5,29.72981
58.34707,1.5,29.72981
58.34703,1.5,29.7298
58.34699,1.5,29.7298
58.34692,1.5,29.72979
58.34689,1.5,29.72979
58.34688,1.5,29.72979
58.34688,1.5,29.72978
58.34688,1.5,29.72978
58.34688,1.5,29.72978
58.34688,1.5,29.72978
58.34688,1.5,29.72978
58.34688,1.5,29.72978
58.34683,1.5,29.72978
58.34679,1.5,29.72978
58.34672,1.5,29.72978
58.34672,1.5,29.72978
58.34672,1.5,29.72978
58.28014,1.5,29.06644
58.0792,1.5,27.06491
57.86259,1.5,24.90751
57.66175,1.5,22.90712
57.46041,1.5,20.90177
57.25983,1.5,18.90371
57.05914,1.5,16.90462
56.84273,1.5,14.74874
56.62577,1.5,12.58718
56.42442,1.5,10.58125
56.22314,1.5,8.575937
56.02152,1.5,6.567168
55.82105,1.5,4.569877
55.60442,1.5,2.411328
55.40351,1.5,0.409282
55.18679,1.5,-1.750298
54.97036,1.5,-3.907067
54.75346,1.5,-6.068373
54.55157,1.5,-8.080495
54.35081,1.5,-10.08113
54.1489,1.5,-12.09345
53.94896,1.5,-14.0861
53.73187,1.5,-16.24878
53.53099,1.5,-18.24986
53.31432,1.5,-20.40824
53.26437,1.5,-20.90575
53.26437,1.5,-20.90575
53.26437,1.5,-20.90575
53.26434,1.5,-20.90575
53.26427,1.5,-20.90575
53.26425,1.5,-20.90575
53.26423,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.2642,1.5,-20.90575
53.26418,1.5,-20.90575
53.26414,1.5,-20.90575
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26409,1.5,-20.90574
53.26408,1.5,-20.90574
53.26402,1.5,-20.90574
53.26398,1.5,-20.90573
53.26395,1.5,-20.90573
53.26393,1.5,-20.90573
53.26393,1.5,-20.90573
53.26393,1.5,-20.90573
52.68798,1.5,-21.72332
51.4388,1.5,-23.49661
50.28188,1.5,-25.1389
49.12609,1.5,-26.77962
47.87597,1.5,-28.55424
46.71203,1.5,-30.2065
45.55482,1.5,-31.84921
44.39745,1.5,-33.49215
43.14721,1.5,-35.26694
43.05001,1.5,-35.40491
43.05001,1.5,-35.40491
