experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,targets,start_x,start_z,end_z,target_z,euclideanDistance,objectName,experimentStarted,objectNumber,navStartTime,navEndTime,navTime,timesObjectPresented,player_movement_location_0
AMT_standard,given-40797c34-442b-45f1-9c2c-903b5377bf63,1,1,1,1,11.9746,11.9746,6,-52.60304,41.88343,,,,,,,,,,,AMT_standard/given-40797c34-442b-45f1-9c2c-903b5377bf63/S001/trackers/player_movement_T001.csv
