experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,targets,start_x,start_z,end_z,target_z,euclideanDistance,objectName,experimentStarted,objectNumber,navStartTime,navEndTime,navTime,timesObjectPresented,end_x,target_x,player_movement_location_0
AMT_standard,cloud-febc650a-e8b8-41ee-bc7d-ca5230c946a8,1,1,1,1,15.70691,39.1,6,-6.574533,29.60884,-8.720017,-11.42637,2.717829,vase,15.70691,6,21.72729,39.1,17.37271,1,-1.852258,-1.602796,AMT_standard/cloud-febc650a-e8b8-41ee-bc7d-ca5230c946a8/S001/trackers/player_movement_T001.csv
AMT_standard,cloud-febc650a-e8b8-41ee-bc7d-ca5230c946a8,1,2,2,1,40.1071,70,6,11.63566,29.74003,29.74003,-11.42637,43.24268,vase,15.70691,6,46.11208,70,23.88792,2,11.63566,-1.602796,AMT_standard/cloud-febc650a-e8b8-41ee-bc7d-ca5230c946a8/S001/trackers/player_movement_T002.csv
AMT_standard,cloud-febc650a-e8b8-41ee-bc7d-ca5230c946a8,1,3,2,2,71.00532,93.34,6,10.82916,2.652757,2.652763,-11.42637,18.78232,vase,15.70691,6,77.01399,93.34,16.326,3,10.82916,-1.602796,AMT_standard/cloud-febc650a-e8b8-41ee-bc7d-ca5230c946a8/S001/trackers/player_movement_T003.csv
